Movie Title,Movie Rating,Genre,Box Office,Run Time(min),Stars
683. Halloween (1978),"7.8 Rate this
87 Metascore","Horror, Thriller","Votes: 222,510 | Gross: $47.00M",91 min,"Director: John Carpenter | Stars: Donald Pleasence, Jamie Lee Curtis, Tony Moran, Nancy Kyes"
684. Days of Heaven (1978),"7.8 Rate this
93 Metascore","Drama, Romance","Votes: 51,107",94 min,"Director: Terrence Malick | Stars: Richard Gere, Brooke Adams, Sam Shepard, Linda Manz"
685. The Outlaw Josey Wales (1976),"7.8 Rate this
69 Metascore",Western,"Votes: 64,170 | Gross: $31.80M",135 min,"Director: Clint Eastwood | Stars: Clint Eastwood, Sondra Locke, Chief Dan George, Bill McKinney"
686. The Man Who Would Be King (1975),"7.8 Rate this
91 Metascore","Adventure, History, War","Votes: 43,156",129 min,"Director: John Huston | Stars: Sean Connery, Michael Caine, Christopher Plummer, Saeed Jaffrey"
687. The Conversation (1974),"7.8 Rate this
85 Metascore","Drama, Mystery, Thriller","Votes: 95,656 | Gross: $4.42M",113 min,"Director: Francis Ford Coppola | Stars: Gene Hackman, John Cazale, Allen Garfield, Frederic Forrest"
688. The Day of the Jackal (1973),"7.8 Rate this
80 Metascore","Crime, Drama, Thriller","Votes: 36,555 | Gross: $16.06M",143 min,"Director: Fred Zinnemann | Stars: Edward Fox, Terence Alexander, Michel Auclair, Alan Badel"
689. Badlands (1973),"7.8 Rate this
93 Metascore","Action, Crime, Drama","Votes: 63,978",94 min,"Director: Terrence Malick | Stars: Martin Sheen, Sissy Spacek, Warren Oates, Ramon Bieri"
690. Cabaret (1972),"7.8 Rate this
80 Metascore","Drama, Musical","Votes: 47,288 | Gross: $42.77M",124 min,"Director: Bob Fosse | Stars: Liza Minnelli, Michael York, Helmut Griem, Joel Grey"
691. Willy Wonka & the Chocolate Factory (1971),"7.8 Rate this
67 Metascore","Family, Fantasy, Musical","Votes: 174,064 | Gross: $4.00M",100 min,"Director: Mel Stuart | Stars: Gene Wilder, Jack Albertson, Peter Ostrum, Roy Kinnear"
692. Midnight Cowboy (1969),"7.8 Rate this
79 Metascore",Drama,"Votes: 98,762 | Gross: $44.79M",113 min,"Director: John Schlesinger | Stars: Dustin Hoffman, Jon Voight, Sylvia Miles, John McGiver"
693. Wait Until Dark (1967),"7.8 Rate this
81 Metascore",Thriller,"Votes: 27,144 | Gross: $17.55M",108 min,"Director: Terence Young | Stars: Audrey Hepburn, Alan Arkin, Richard Crenna, Efrem Zimbalist Jr."
694. Guess Who's Coming to Dinner (1967),"7.8 Rate this
63 Metascore","Comedy, Drama","Votes: 38,376 | Gross: $56.70M",108 min,"Director: Stanley Kramer | Stars: Spencer Tracy, Sidney Poitier, Katharine Hepburn, Katharine Houghton"
695. Bonnie and Clyde (1967),"7.8 Rate this
86 Metascore","Action, Biography, Crime","Votes: 100,307",111 min,"Director: Arthur Penn | Stars: Warren Beatty, Faye Dunaway, Michael J. Pollard, Gene Hackman"
696. My Fair Lady (1964),"7.8 Rate this
95 Metascore","Drama, Family, Musical","Votes: 84,845 | Gross: $72.00M",170 min,"Director: George Cukor | Stars: Audrey Hepburn, Rex Harrison, Stanley Holloway, Wilfrid Hyde-White"
697. Mary Poppins (1964),"7.8 Rate this
88 Metascore","Comedy, Family, Fantasy","Votes: 154,380 | Gross: $102.27M",139 min,"Director: Robert Stevenson | Stars: Julie Andrews, Dick Van Dyke, David Tomlinson, Glynis Johns"
698. The Longest Day (1962),"7.8 Rate this
75 Metascore","Action, Drama, History","Votes: 51,445 | Gross: $39.10M",178 min,"Directors: Ken Annakin, Andrew Marton, Gerd Oswald, Bernhard Wicki, Darryl F. Zanuck | Stars: John Wayne, Robert Ryan, Richard Burton, Henry Fonda"
699. Jules and Jim (1962),"7.8 Rate this
97 Metascore","Drama, Romance","Votes: 36,599",105 min,"Director: François Truffaut | Stars: Jeanne Moreau, Oskar Werner, Henri Serre, Vanna Urbino"
701. The Ten Commandments (1956),7.8 Rate this,"Adventure, Drama","Votes: 62,372 | Gross: $93.74M",220 min,"Director: Cecil B. DeMille | Stars: Charlton Heston, Yul Brynner, Anne Baxter, Edward G. Robinson"
702. Red River (1948),7.8 Rate this,"Action, Adventure, Drama","Votes: 27,451",133 min,"Directors: Howard Hawks, Arthur Rosson | Stars: John Wayne, Montgomery Clift, Joanne Dru, Walter Brennan"
703. Key Largo (1948),7.8 Rate this,"Action, Crime, Drama","Votes: 36,299",100 min,"Director: John Huston | Stars: Humphrey Bogart, Edward G. Robinson, Lauren Bacall, Lionel Barrymore"
704. To Have and Have Not (1944),7.8 Rate this,"Adventure, Comedy, Film-Noir","Votes: 30,260",100 min,"Director: Howard Hawks | Stars: Humphrey Bogart, Lauren Bacall, Walter Brennan, Dolores Moran"
705. Shadow of a Doubt (1943),"7.8 Rate this
94 Metascore",Thriller,"Votes: 58,020",108 min,"Director: Alfred Hitchcock | Stars: Teresa Wright, Joseph Cotten, Macdonald Carey, Henry Travers"
706. Fantasia (1940),"7.8 Rate this
96 Metascore","Animation, Family, Fantasy","Votes: 86,834 | Gross: $76.41M",125 min,"Directors: James Algar, Samuel Armstrong, Ford Beebe Jr., Norman Ferguson, David Hand, Jim Handley, T. Hee, Wilfred Jackson, Hamilton Luske, Bill Roberts, Paul Satterfield, Ben Sharpsteen | Stars: Leopold Stokowski, Deems Taylor, The Philadelphia Orchestra, Corey Burton"
707. Stagecoach (1939),"7.8 Rate this
93 Metascore","Adventure, Drama, Western","Votes: 42,288",96 min,"Director: John Ford | Stars: John Wayne, Claire Trevor, Andy Devine, John Carradine"
708. The Lady Vanishes (1938),7.8 Rate this,"Mystery, Thriller","Votes: 46,193",96 min,"Director: Alfred Hitchcock | Stars: Margaret Lockwood, Michael Redgrave, Paul Lukas, May Whitty"
709. Bride of Frankenstein (1935),"7.8 Rate this
95 Metascore","Drama, Horror, Sci-Fi","Votes: 42,212 | Gross: $4.36M",75 min,"Director: James Whale | Stars: Boris Karloff, Elsa Lanchester, Colin Clive, Valerie Hobson"
710. Duck Soup (1933),"7.8 Rate this
93 Metascore","Comedy, Musical, War","Votes: 54,743",69 min,"Director: Leo McCarey | Stars: Groucho Marx, Harpo Marx, Chico Marx, Zeppo Marx"
711. Frankenstein (1931),"7.8 Rate this
91 Metascore","Drama, Horror, Romance","Votes: 63,345",70 min,"Director: James Whale | Stars: Colin Clive, Mae Clarke, Boris Karloff, John Boles"
712. Roma (2018),"7.7 Rate this
96 Metascore",Drama,"Votes: 134,698",135 min,"Director: Alfonso Cuarón | Stars: Yalitza Aparicio, Marina de Tavira, Diego Cortina Autrey, Carlos Peralta"
713. Deadpool 2 (2018),"7.7 Rate this
66 Metascore","Action, Adventure, Comedy","Votes: 460,866 | Gross: $324.59M",119 min,"Director: David Leitch | Stars: Ryan Reynolds, Josh Brolin, Morena Baccarin, Julian Dennison"
714. Wind River (2017),"7.7 Rate this
73 Metascore","Crime, Drama, Mystery","Votes: 195,626 | Gross: $33.80M",107 min,"Director: Taylor Sheridan | Stars: Kelsey Asbille, Jeremy Renner, Julia Jones, Teo Briones"
715. Get Out (I) (2017),"7.7 Rate this
85 Metascore","Horror, Mystery, Thriller","Votes: 472,748 | Gross: $176.04M",104 min,"Director: Jordan Peele | Stars: Daniel Kaluuya, Allison Williams, Bradley Whitford, Catherine Keener"
716. Mission: Impossible - Fallout (2018),"7.7 Rate this
86 Metascore","Action, Adventure, Thriller","Votes: 281,150 | Gross: $220.16M",147 min,"Director: Christopher McQuarrie | Stars: Tom Cruise, Henry Cavill, Ving Rhames, Simon Pegg"
717. A Man Called Ove (2015),"7.7 Rate this
70 Metascore","Comedy, Drama, Romance","Votes: 45,068 | Gross: $3.36M",116 min,"Director: Hannes Holm | Stars: Rolf Lassgård, Bahar Pars, Filip Berg, Ida Engvoll"
718. What We Do in the Shadows (2014),"7.7 Rate this
76 Metascore","Comedy, Horror","Votes: 150,769 | Gross: $3.33M",86 min,"Directors: Jemaine Clement, Taika Waititi | Stars: Jemaine Clement, Taika Waititi, Cori Gonzalez-Macuer, Jonny Brugh"
719. When Marnie Was There (2014),"7.7 Rate this
72 Metascore","Animation, Drama, Family","Votes: 30,635 | Gross: $0.77M",103 min,"Directors: James Simone, Hiromasa Yonebayashi | Stars: Sara Takatsuki, Kasumi Arimura, Nanako Matsushima, Susumu Terajima"
720. The Theory of Everything (2014),"7.7 Rate this
72 Metascore","Biography, Drama, Romance","Votes: 390,849 | Gross: $35.89M",123 min,"Director: James Marsh | Stars: Eddie Redmayne, Felicity Jones, Tom Prior, Sophie Perry"
721. Kingsman: The Secret Service (2014),"7.7 Rate this
60 Metascore","Action, Adventure, Comedy","Votes: 579,557 | Gross: $128.26M",129 min,"Director: Matthew Vaughn | Stars: Colin Firth, Taron Egerton, Samuel L. Jackson, Michael Caine"
722. The Fault in Our Stars (2014),"7.7 Rate this
69 Metascore","Drama, Romance","Votes: 337,215 | Gross: $124.87M",126 min,"Director: Josh Boone | Stars: Shailene Woodley, Ansel Elgort, Nat Wolff, Laura Dern"
723. Me and Earl and the Dying Girl (2015),"7.7 Rate this
74 Metascore","Comedy, Drama","Votes: 120,685 | Gross: $6.74M",105 min,"Director: Alfonso Gomez-Rejon | Stars: Thomas Mann, RJ Cyler, Olivia Cooke, Nick Offerman"
724. Birdman or (The Unexpected Virtue of Ignorance) (2014),"7.7 Rate this
87 Metascore","Comedy, Drama","Votes: 566,685 | Gross: $42.34M",119 min,"Director: Alejandro G. Iñárritu | Stars: Michael Keaton, Zach Galifianakis, Edward Norton, Andrea Riseborough"
725. Blue Is the Warmest Colour (2013),"7.7 Rate this
89 Metascore","Drama, Romance","Votes: 135,473 | Gross: $2.20M",180 min,"Director: Abdellatif Kechiche | Stars: Léa Seydoux, Adèle Exarchopoulos, Salim Kechiouche, Aurélien Recoing"
726. Kai Po Che (2013),"7.7 Rate this
40 Metascore","Drama, Sport","Votes: 30,733 | Gross: $1.12M",120 min,"Director: Abhishek Kapoor | Stars: Amit Sadh, Sushant Singh Rajput, Rajkummar Rao, Amrita Puri"
727. Captain America: The Winter Soldier (2014),"7.7 Rate this
70 Metascore","Action, Adventure, Sci-Fi","Votes: 719,353 | Gross: $259.77M",136 min,"Directors: Anthony Russo, Joe Russo | Stars: Chris Evans, Samuel L. Jackson, Scarlett Johansson, Robert Redford"
728. Nebraska (2013),"7.7 Rate this
87 Metascore","Adventure, Comedy, Drama","Votes: 110,698 | Gross: $17.65M",115 min,"Director: Alexander Payne | Stars: Bruce Dern, Will Forte, June Squibb, Bob Odenkirk"
729. Wreck-It Ralph (2012),"7.7 Rate this
72 Metascore","Animation, Adventure, Comedy","Votes: 371,644 | Gross: $189.42M",101 min,"Director: Rich Moore | Stars: John C. Reilly, Jack McBrayer, Jane Lynch, Sarah Silverman"
730. The Little Prince (2015),"7.7 Rate this
70 Metascore","Animation, Adventure, Drama","Votes: 55,133 | Gross: $1.34M",108 min,"Director: Mark Osborne | Stars: Jeff Bridges, Mackenzie Foy, Rachel McAdams, Marion Cotillard"
731. Detachment (2011),"7.7 Rate this
52 Metascore",Drama,"Votes: 74,882 | Gross: $0.07M",98 min,"Director: Tony Kaye | Stars: Adrien Brody, Christina Hendricks, Marcia Gay Harden, Lucy Liu"
732. Midnight in Paris (2011),"7.7 Rate this
81 Metascore","Comedy, Fantasy, Romance","Votes: 380,245 | Gross: $56.82M",94 min,"Director: Woody Allen | Stars: Owen Wilson, Rachel McAdams, Kathy Bates, Kurt Fuller"
733. A Star Is Born (2018),"7.7 Rate this
88 Metascore","Drama, Music, Romance","Votes: 318,802 | Gross: $215.29M",136 min,"Director: Bradley Cooper | Stars: Lady Gaga, Bradley Cooper, Sam Elliott, Greg Grunberg"
734. The Lego Movie (2014),"7.7 Rate this
83 Metascore","Animation, Action, Adventure","Votes: 319,411 | Gross: $257.76M",100 min,"Directors: Christopher Miller, Phil Lord | Stars: Chris Pratt, Will Ferrell, Elizabeth Banks, Will Arnett"
735. Gravity (2013),"7.7 Rate this
96 Metascore","Drama, Sci-Fi, Thriller","Votes: 755,926 | Gross: $274.09M",91 min,"Director: Alfonso Cuarón | Stars: Sandra Bullock, George Clooney, Ed Harris, Orto Ignatiussen"
736. Star Trek Into Darkness (2013),"7.7 Rate this
72 Metascore","Action, Adventure, Sci-Fi","Votes: 458,628 | Gross: $228.78M",132 min,"Director: J.J. Abrams | Stars: Chris Pine, Zachary Quinto, Zoe Saldana, Benedict Cumberbatch"
737. Beasts of No Nation (2015),"7.7 Rate this
79 Metascore","Drama, War","Votes: 71,669 | Gross: $0.08M",137 min,"Director: Cary Joji Fukunaga | Stars: Abraham Attah, Emmanuel Affadzi, Ricky Adelayitor, Andrew Adote"
738. The Social Network (2010),"7.7 Rate this
95 Metascore","Biography, Drama","Votes: 609,001 | Gross: $96.96M",120 min,"Director: David Fincher | Stars: Jesse Eisenberg, Andrew Garfield, Justin Timberlake, Rooney Mara"
739. X-Men: First Class (2011),"7.7 Rate this
65 Metascore","Action, Adventure, Sci-Fi","Votes: 637,065 | Gross: $146.41M",131 min,"Director: Matthew Vaughn | Stars: James McAvoy, Michael Fassbender, Jennifer Lawrence, Kevin Bacon"
740. The Hangover (2009),"7.7 Rate this
73 Metascore",Comedy,"Votes: 706,116 | Gross: $277.32M",100 min,"Director: Todd Phillips | Stars: Zach Galifianakis, Bradley Cooper, Justin Bartha, Ed Helms"
741. Skyfall (2012),"7.7 Rate this
81 Metascore","Action, Adventure, Thriller","Votes: 620,485 | Gross: $304.36M",143 min,"Director: Sam Mendes | Stars: Daniel Craig, Javier Bardem, Naomie Harris, Judi Dench"
742. Silver Linings Playbook (2012),"7.7 Rate this
81 Metascore","Comedy, Drama, Romance","Votes: 651,280 | Gross: $132.09M",122 min,"Director: David O. Russell | Stars: Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver"
743. Argo (2012),"7.7 Rate this
86 Metascore","Biography, Drama, Thriller","Votes: 563,353 | Gross: $136.03M",120 min,"Director: Ben Affleck | Stars: Ben Affleck, Bryan Cranston, John Goodman, Alan Arkin"
744. 500 Days of Summer (2009),"7.7 Rate this
76 Metascore","Comedy, Drama, Romance","Votes: 464,590 | Gross: $32.39M",95 min,"Director: Marc Webb | Stars: Zooey Deschanel, Joseph Gordon-Levitt, Geoffrey Arend, Chloë Grace Moretz"
745. Harry Potter and the Deathly Hallows: Part 1 (2010),"7.7 Rate this
65 Metascore","Adventure, Family, Fantasy","Votes: 463,293 | Gross: $295.98M",146 min,"Director: David Yates | Stars: Daniel Radcliffe, Emma Watson, Rupert Grint, Bill Nighy"
746. Ponyo (2008),"7.7 Rate this
86 Metascore","Animation, Adventure, Comedy","Votes: 120,266 | Gross: $15.09M",101 min,"Director: Hayao Miyazaki | Stars: Cate Blanchett, Matt Damon, Liam Neeson, Tomoko Yamaguchi"
747. Frost/Nixon (2008),"7.7 Rate this
80 Metascore","Biography, Drama, History","Votes: 101,470 | Gross: $18.59M",122 min,"Director: Ron Howard | Stars: Frank Langella, Michael Sheen, Kevin Bacon, Sam Rockwell"
748. Paprika (2006),"7.7 Rate this
81 Metascore","Animation, Drama, Fantasy","Votes: 68,629 | Gross: $0.88M",90 min,"Director: Satoshi Kon | Stars: Megumi Hayashibara, Tôru Emori, Katsunosuke Hori, Tôru Furuya"
749. Changeling (2008),"7.7 Rate this
63 Metascore","Biography, Crime, Drama","Votes: 233,670 | Gross: $35.74M",141 min,"Director: Clint Eastwood | Stars: Angelina Jolie, Colm Feore, Amy Ryan, Gattlin Griffith"
750. Flipped (I) (2010),"7.7 Rate this
45 Metascore","Comedy, Drama, Romance","Votes: 79,847 | Gross: $1.75M",90 min,"Director: Rob Reiner | Stars: Madeline Carroll, Callan McAuliffe, Rebecca De Mornay, Anthony Edwards"
751. The Girl Who Leapt Through Time (2006),7.7 Rate this,"Animation, Adventure, Comedy","Votes: 58,659",98 min,"Director: Mamoru Hosoda | Stars: Riisa Naka, Takuya Ishida, Mitsutaka Itakura, Ayami Kakiuchi"
752. Death Note (2006),7.7 Rate this,"Crime, Drama, Fantasy","Votes: 28,195",126 min,"Director: Shûsuke Kaneko | Stars: Tatsuya Fujiwara, Ken'ichi Matsuyama, Asaka Seto, Shigeki Hosokawa"
753. This Is England (2006),"7.7 Rate this
86 Metascore","Crime, Drama","Votes: 114,256 | Gross: $0.33M",101 min,"Director: Shane Meadows | Stars: Thomas Turgoose, Stephen Graham, Jo Hartley, Andrew Shim"
754. Ex Machina (2014),"7.7 Rate this
78 Metascore","Drama, Sci-Fi, Thriller","Votes: 462,853 | Gross: $25.44M",108 min,"Director: Alex Garland | Stars: Alicia Vikander, Domhnall Gleeson, Oscar Isaac, Sonoya Mizuno"
755. After the Wedding (2006),"7.7 Rate this
78 Metascore",Drama,"Votes: 31,345 | Gross: $0.41M",120 min,"Director: Susanne Bier | Stars: Mads Mikkelsen, Sidse Babett Knudsen, Rolf Lassgård, Neeral Mulchandani"
756. The Last King of Scotland (2006),"7.7 Rate this
74 Metascore","Biography, Drama, History","Votes: 172,881 | Gross: $17.61M",123 min,"Director: Kevin Macdonald | Stars: James McAvoy, Forest Whitaker, Gillian Anderson, Kerry Washington"
757. Zodiac (2007),"7.7 Rate this
78 Metascore","Crime, Drama, Mystery","Votes: 444,288 | Gross: $33.08M",157 min,"Director: David Fincher | Stars: Jake Gyllenhaal, Robert Downey Jr., Mark Ruffalo, Anthony Edwards"
758. Lucky Number Slevin (2006),"7.7 Rate this
53 Metascore","Crime, Drama, Mystery","Votes: 296,847 | Gross: $22.49M",110 min,"Director: Paul McGuigan | Stars: Josh Hartnett, Ben Kingsley, Morgan Freeman, Lucy Liu"
759. Joyeux Noel (2005),"7.7 Rate this
70 Metascore","Drama, History, Music","Votes: 27,145 | Gross: $1.05M",116 min,"Director: Christian Carion | Stars: Diane Kruger, Benno Fürmann, Guillaume Canet, Natalie Dessay"
760. Control (2007),"7.7 Rate this
78 Metascore","Biography, Drama, Music","Votes: 60,706 | Gross: $0.87M",122 min,"Director: Anton Corbijn | Stars: Sam Riley, Samantha Morton, Craig Parkinson, Alexandra Maria Lara"
761. Tangled (2010),"7.7 Rate this
71 Metascore","Animation, Adventure, Comedy","Votes: 396,244 | Gross: $200.82M",100 min,"Directors: Nathan Greno, Byron Howard | Stars: Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman"
762. Black Book (2006),"7.7 Rate this
71 Metascore","Drama, Thriller, War","Votes: 71,583 | Gross: $4.40M",145 min,"Director: Paul Verhoeven | Stars: Carice van Houten, Sebastian Koch, Thom Hoffman, Halina Reijn"
763. Brokeback Mountain (2005),"7.7 Rate this
87 Metascore","Drama, Romance","Votes: 317,170 | Gross: $83.04M",134 min,"Director: Ang Lee | Stars: Jake Gyllenhaal, Heath Ledger, Michelle Williams, Randy Quaid"
764. 3:10 to Yuma (2007),"7.7 Rate this
76 Metascore","Action, Crime, Drama","Votes: 284,153 | Gross: $53.61M",122 min,"Director: James Mangold | Stars: Russell Crowe, Christian Bale, Ben Foster, Logan Lerman"
765. Crash (I) (2004),"7.7 Rate this
66 Metascore","Crime, Drama, Thriller","Votes: 415,243 | Gross: $54.58M",112 min,"Director: Paul Haggis | Stars: Don Cheadle, Sandra Bullock, Thandie Newton, Karina Arroyave"
766. Kung Fu Hustle (2004),"7.7 Rate this
78 Metascore","Action, Comedy, Fantasy","Votes: 124,804 | Gross: $17.11M",99 min,"Director: Stephen Chow | Stars: Stephen Chow, Wah Yuen, Qiu Yuen, Siu-Lung Leung"
767. The Bourne Supremacy (2004),"7.7 Rate this
73 Metascore","Action, Mystery, Thriller","Votes: 427,335 | Gross: $176.24M",108 min,"Director: Paul Greengrass | Stars: Matt Damon, Franka Potente, Joan Allen, Brian Cox"
768. The Machinist (2004),"7.7 Rate this
61 Metascore","Drama, Thriller","Votes: 351,163 | Gross: $1.08M",101 min,"Director: Brad Anderson | Stars: Christian Bale, Jennifer Jason Leigh, Aitana Sánchez-Gijón, John Sharian"
769. Ray (I) (2004),"7.7 Rate this
73 Metascore","Biography, Drama, Music","Votes: 136,130 | Gross: $75.33M",152 min,"Director: Taylor Hackford | Stars: Jamie Foxx, Regina King, Kerry Washington, Clifton Powell"
770. Lost in Translation (2003),"7.7 Rate this
89 Metascore","Comedy, Drama","Votes: 403,777 | Gross: $44.59M",102 min,"Director: Sofia Coppola | Stars: Bill Murray, Scarlett Johansson, Giovanni Ribisi, Anna Faris"
771. Harry Potter and the Goblet of Fire (2005),"7.7 Rate this
81 Metascore","Adventure, Family, Fantasy","Votes: 530,730 | Gross: $290.01M",157 min,"Director: Mike Newell | Stars: Daniel Radcliffe, Emma Watson, Rupert Grint, Eric Sykes"
772. Man on Fire (2004),"7.7 Rate this
47 Metascore","Action, Crime, Drama","Votes: 323,898 | Gross: $77.91M",146 min,"Director: Tony Scott | Stars: Denzel Washington, Christopher Walken, Dakota Fanning, Radha Mitchell"
773. Coraline (2009),"7.7 Rate this
80 Metascore","Animation, Drama, Family","Votes: 190,940 | Gross: $75.29M",100 min,"Director: Henry Selick | Stars: Dakota Fanning, Teri Hatcher, John Hodgman, Jennifer Saunders"
774. The Last Samurai (2003),"7.7 Rate this
55 Metascore","Action, Drama, War","Votes: 392,347 | Gross: $111.11M",154 min,"Director: Edward Zwick | Stars: Tom Cruise, Ken Watanabe, Billy Connolly, William Atherton"
